CooperatorCode,SurveyID,SurveyStatusID,RegionID,HexagonName,State,BirdPtID,PointID,NP,NWR,NWR_Comp,SMI_Unit,Rest_Unit,ContSite,Date,Time,SHARPTide,LowMarshCC,HighMarshCC,SaltMarshTBorderCC,BrackishTBorderCC,InvasivesCC,PannesChannelsCC,UplandCC,Wrack,OpenWater,DeadSnags,DomSp1,Sp1Percent,DomSp2,Sp2Percent,DomSp3,Sp3Percent,DomSp4,Sp4Percent,DomSp5,Sp5Percent,DomSp6,Sp6Percent,DomSp7,Sp7Percent,DomSp8,Sp8Percent,DomSp9,Sp9Percent,DomSp10,Sp10Percent,ObserverInitials,Comments,IsSMI,IsSMI_pilot,IsUSFWS_h,IsSHARP,IsOther_h,IsRest,IsControl,IsKIRA,IsNPS,IsDemo,IsExclosure,IsNBI,IsCNC,IsRapidDemo,IsDNRECSurvey
SHARP,3749,0,8,249118,VA,249118_p4,1526,NA,NA,NA,NA,NA,NA,6/14/2012,5:52:00,High/Rising,3,1,0,3,0,0.5,5,0,0,5,Spartina alterniflora-tall,20,Juncus roemerianus,20,Typha angustifolia,5,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3750,0,7,75809,MD,75809_p4,1339,NA,NA,NA,NA,NA,NA,6/8/2012,8:45:00,Low,4,1,0,0,0,0,0,1,5,0,Spartina alterniflora-tall,30,Salicornia depressa,5,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3751,0,8,249118,VA,249118_p7,1523,NA,NA,NA,NA,NA,NA,6/14/2012,8:13:00,High/Falling,2,2,0,0,0,0,3,0,6,1,Spartina alterniflora-tall,10,Juncus roemerianus,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3752,0,8,74622,MD,74622_HMD222,1561,NA,BLK,CMC,NA,NA,NA,6/24/2012,5:40:00,High/Rising,0,2,2,3,0.5,0.5,5,0,0,0,Iva frutescens,5,Schoenoplectus americanus,20,Spartina patens,5,Distichlis spicata,5,Baccharis halimifolia,5,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
SHARP,3753,0,8,75018,MD,75018_p3,1637,NA,NA,NA,NA,NA,NA,6/20/2012,8:31:00,Low/Falling,0,2,3,2,4,0.5,2,0,0,0,Iva frutescens,25,Phragmites australis,40,Schoenoplectus americanus,10,Spartina alterniflora-short,5,Juncus roemerianus,5,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N
SHARP,3754,0,8,75017,MD,75017_p5,1655,NA,NA,NA,NA,NA,NA,6/10/2012,7:58:00,High,0,3,0,6,1,0.5,0,0,0,0,Schoenoplectus americanus,80,Spartina alterniflora-short,15,Phragmites australis,5,Spartina patens,5,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3755,0,7,78165,VA,78165_p5,1365,NA,NA,NA,NA,NA,NA,6/15/2012,5:57:00,High,0.5,3,0,0,0,0.5,2,0.5,5,1,Spartina alterniflora-short,20,Spartina patens,5,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3756,0,7,78558,VA,78558_p4,1435,NA,NA,NA,NA,NA,NA,6/13/2012,7:13:00,Low/Falling,1,3,0,0,0,0,4,0.5,5,0,Spartina alterniflora-short,5,Spartina alterniflora-tall,15,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3757,0,8,249118,VA,249118_p13,1591,NA,NA,NA,NA,NA,NA,6/13/2012,8:22:00,High/Falling,3,3,0,0,0,0,2,0,5,0,Spartina alterniflora-tall,15,Juncus roemerianus,15,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3758,0,8,75017,MD,75017_HMD304,1598,NA,NA,NA,NA,NA,NA,6/10/2012,7:04:00,High,0,3,0.5,0,4,0,0,0,4,0,Phragmites australis,30,Spartina alterniflora-short,20,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
SHARP,3759,0,8,75017,MD,75017_HMD309,1551,NA,NA,NA,NA,NA,NA,6/10/2012,6:02:00,High/Rising,0,3,0.5,0,3,0.5,0,0,4,0,Phragmites australis,20,Spartina patens,20,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
SHARP,3760,0,8,74622,MD,74622_p4,1623,NA,NA,NA,NA,NA,NA,6/23/2012,7:20:00,High,0,3,1,4,4,0.5,0,0,0,1,Schoenoplectus americanus,50,Phragmites australis,35,Spartina patens,5,Juncus roemerianus,5,Spartina alterniflora-short,5,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3761,0,8,74622,MD,74622_HMD212,1629,NA,NA,NA,NA,NA,NA,6/24/2012,6:47:00,High,0,3,1,1,0,1,2,0,0,0,Distichlis spicata,40,Juncus roemerianus,5,Iva frutescens,5,Spartina patens,15,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
SHARP,3762,0,8,74622,MD,74622_p6,1573,NA,NA,NA,NA,NA,NA,6/24/2012,12:00:00,High,0,3,1,0,4,0,1,0,0,3,Phragmites australis,40,Iva frutescens,5,Spartina patens,20,Juncus gerardii,5,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3763,0,7,74630,MD,74630_p7,1350,NA,NA,NA,NA,NA,NA,6/9/2012,6:34:00,High,0,3,3,0,0,0.5,0,0.5,4,0,Iva frutescens,15,Spartina alterniflora-short,20,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3764,0,8,76985,MD,76985_p1,1571,NA,NA,NA,NA,NA,NA,6/12/2012,7:13:00,High,0,3,5,1,0.5,0.5,0,0,0.5,0,Iva frutescens,75,Bolboschoenus robustus,5,Schoenoplectus americanus,5,Spartina patens,10,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3765,0,8,76985,MD,76985_p10,1575,NA,NA,NA,NA,NA,NA,6/12/2012,10:10:00,High/Falling,0,3,6,0,0.5,1,0,0,0,0,Spartina alterniflora-short,15,Iva frutescens,85,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3766,0,7,75809,MD,75809_p1,1351,NA,NA,NA,NA,NA,NA,6/8/2012,7:00:00,Low/Falling,0,4,0,0,0,0.5,0,1,5,0,Spartina alterniflora-short,30,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3767,0,7,75809,MD,75809_p2,1409,NA,NA,NA,NA,NA,NA,6/8/2012,7:23:00,Low/Falling,0,4,0,0,0,1,0,1,4,0,Spartina alterniflora,45,Salicornia depressa,5,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3768,0,7,75809,MD,75809_p5,1353,NA,NA,NA,NA,NA,NA,6/8/2012,6:19:00,High/Falling,0,4,0,0,0,2,0,0.5,4,0,Spartina alterniflora-short,50,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3769,0,8,75017,MD,75017_p6,1542,NA,NA,NA,NA,NA,NA,6/10/2012,10:25:00,Low/Falling,0,4,0,2,4,1,0,0,0,0,Phragmites australis,40,Spartina alterniflora-short,45,Schoenoplectus americanus,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N
SHARP,3770,0,7,73844,MD,73844_p10,1357,NA,NA,NA,NA,NA,NA,6/6/2012,8:50:00,High,0.5,4,0,0,0,0,0,0,5,0,Spartina alterniflora-short,40,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3771,0,7,78165,VA,78165_p8,1331,NA,NA,NA,NA,NA,NA,6/15/2012,6:16:00,High,1,4,0,0,0,1,1,0.5,5,3,Spartina alterniflora-short,40,Spartina alterniflora-tall,5,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3772,0,7,75416,MD,75416_p2,1384,NA,NA,NA,NA,NA,NA,6/7/2012,7:10:00,High/Falling,0,4,0.5,0,0,5,0,0.5,0,0,Spartina alterniflora-short,20,Spartina patens,20,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N
SHARP,3773,0,8,76985,MD,76985_p12,1639,NA,NA,NA,NA,NA,NA,7/11/2012,8:40:00,High/Falling,1,4,0.5,0,0.5,0,0,0,4,0,Spartina alterniflora-short,40,Spartina alterniflora-tall,5,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3774,0,8,75018,MD,75018_p5,1562,NA,NA,NA,NA,NA,NA,6/20/2012,7:22:00,High/Falling,0,4,1,0,4,0,4,0,0,0,Phragmites australis,40,Iva frutescens,5,Spartina patens,15,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3775,0,8,249118,VA,249118_p14,1555,NA,NA,NA,NA,NA,NA,6/14/2012,7:41:00,High,0.5,4,1,0,0,0.5,3,1,5,4,Iva frutescens,5,Spartina alterniflora-short,10,Juncus roemerianus,20,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3776,0,7,74630,MD,74630_p9,1347,NA,NA,NA,NA,NA,NA,6/9/2012,8:16:00,High/Falling,1,4,1,0,0,0,0,0,5,0,Spartina alterniflora-short,40,Spartina alterniflora-tall,5,Iva frutescens,5,Spartina patens,5,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3777,0,7,78165,VA,78165_p4,1369,NA,NA,NA,NA,NA,NA,6/15/2012,7:50:00,High/Falling,2,4,1,0,1,0.5,2,0,4,0,Spartina alterniflora-tall,10,Spartina alterniflora-short,25,Spartina patens,5,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3778,0,7,73844,MD,73844_HMD257,1403,NA,NA,NA,NA,NA,NA,6/6/2012,6:27:00,High/Rising,0,4,2,0,3,0.5,4,0,0,4,Spartina alterniflora-short,30,Phragmites australis,20,Iva frutescens,5,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
SHARP,3779,0,8,75017,MD,75017_p3,1682,NA,NA,NA,NA,NA,NA,6/10/2012,9:00:00,High/Falling,0,4,2,1,1,1,0,0,0,0,Spartina alterniflora-short,50,Iva frutescens,15,Schoenoplectus americanus,5,Phragmites australis,5,NA,,NA,,NA,,NA,,NA,,NA,,CDH,rounded I. frutescens from 16 to 15% 13June13,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3780,0,8,75017,MD,75017_p4,1638,NA,NA,NA,NA,NA,NA,6/10/2012,10:28:00,High/Falling,0,4,2,3,2,0.5,0,0,0,0,Spartina alterniflora-short,35,Juncus roemerianus,15,Iva frutescens,10,Schoenoplectus americanus,20,Phragmites australis,10,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3781,0,8,76985,MD,76985_p9,1578,NA,NA,NA,NA,NA,NA,7/11/2012,8:17:00,High/Falling,1,4,2,1,3,0.5,2,0,2,2,Spartina alterniflora-short,40,Phragmites australis,15,Iva frutescens,10,Schoenoplectus americanus,5,Spartina cynosuroides,5,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3782,0,7,74630,MD,74630_HMD424,1466,NA,NA,NA,NA,NA,NA,6/9/2012,9:19:00,High,2,4,2,0,1,0.5,3,0.5,2,0,Spartina alterniflora-tall,10,Spartina alterniflora-short,25,Spartina patens,20,Iva frutescens,10,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
SHARP,3783,0,7,75416,MD,75416_p3,1398,NA,NA,NA,NA,NA,NA,6/7/2012,8:01:00,Low/Falling,0,4,3,0,0,4,3,0.5,0,7,Salicornia depressa,30,Spartina alterniflora-short,10,Iva frutescens,15,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3784,0,7,78165,VA,78165_p1,1406,NA,NA,NA,NA,NA,NA,6/15/2012,8:43:00,High/Falling,0,4,3,2,0,0,4,0,0,1,Iva frutescens,25,Spartina alterniflora-short,20,Spartina patens,20,Typha angustifolia,10,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3785,0,7,74630,MD,74630_p6,1393,NA,NA,NA,NA,NA,NA,6/9/2012,8:40:00,Low/Falling,1,4,3,0,0,0,0,0.5,5,0,Iva frutescens,10,Spartina alterniflora-tall,10,Spartina alterniflora-short,25,Spartina patens,5,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3786,0,7,243620,MD,243620_p3,1410,NA,NA,NA,NA,NA,NA,6/7/2012,6:00:00,High/Falling,0,5,0,0,0,0.5,0,0.5,3,0,Spartina alterniflora-short,75,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3787,0,7,74630,MD,74630_p4,1417,NA,NA,NA,NA,NA,NA,6/9/2012,7:25:00,High/Falling,0,5,0,0,0,0.5,0,0.5,4,0,Spartina alterniflora-short,70,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3788,0,8,76985,MD,76985_HMD606,1541,NA,NA,NA,NA,NA,NA,6/12/2012,8:37:00,High/Falling,0,5,0,0,4,1,0.5,0,0,9,Phragmites australis,30,Schoenoplectus americanus,70,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
SHARP,3789,0,7,78558,VA,78558_p1,1428,NA,NA,NA,NA,NA,NA,6/13/2012,8:14:00,Low/Falling,0.5,5,0,0,0,0.5,1,0,4,0,Spartina alterniflora-short,60,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3790,0,7,78558,VA,78558_p8,1430,NA,NA,NA,NA,NA,NA,6/13/2012,8:48:00,Low/Falling,0.5,5,0,0,0,1,1,0,2,0,Spartina alterniflora-short,40,Salicornia depressa,30,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3791,0,7,74630,MD,74630_p5,1416,NA,NA,NA,NA,NA,NA,6/9/2012,6:06:00,High,1,5,0,0,0,1,0,0.5,3,0,Spartina patens,45,Spartina alterniflora-short,30,Spartina alterniflora-tall,5,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3792,0,7,75023,MD,75023_p12,1408,NA,NA,NA,NA,NA,NA,6/27/2012,8:46:00,High/Falling,1,5,0,0,0,1,0,0.5,3,0,Spartina alterniflora-short,75,Spartina alterniflora-tall,5,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3793,0,7,75023,MD,75023_p8,1432,NA,NA,NA,NA,NA,NA,6/27/2012,5:46:00,High,1,5,0,0,0,4,0,0,0,0,Spartina alterniflora-short,65,Spartina alterniflora-tall,5,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3794,0,8,75016,MD,75016_p3,1647,NA,BLK,CMC,NA,NA,NA,6/5/2012,7:19:00,High/Falling,1,5,0,0,3,1,0,0,3,1,Schoenoplectus americanus,55,Phragmites australis,25,Spartina alterniflora,5,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,No clinometer data,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3795,0,7,75023,MD,75023_p6,1496,NA,NA,NA,NA,NA,NA,6/27/2012,6:51:00,High,2,5,0,0,0,2,0,0.5,0,0,Spartina alterniflora-short,50,Spartina alterniflora-tall,10,Spartina patens,5,Salicornia depressa,15,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3796,0,7,74630,MD,74630_p1,1452,NA,NA,NA,NA,NA,NA,6/9/2012,7:00:00,High,3,5,0,0,0,0.5,0,0.5,3,0,Spartina alterniflora-short,60,Spartina alterniflora-tall,15,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3797,0,8,75017,MD,75017_p8,1651,NA,NA,NA,NA,NA,NA,6/10/2012,6:30:00,High,0,5,0.5,0,3,1,0,0,0,0,Spartina alterniflora-short,45,Phragmites australis,25,Spartina patens,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3798,0,8,74622,MD,74622_HMD220,1558,NA,NA,NA,NA,NA,NA,6/24/2012,6:00:00,High/Rising,0,5,0.5,0,4,1,1,0,0,0,Juncus roemerianus,35,Phragmites australis,45,Spartina patens,10,Spartina alterniflora-short,5,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
SHARP,3799,0,7,78558,VA,78558_p3,1442,NA,NA,NA,NA,NA,NA,6/13/2012,9:16:00,Low,0.5,5,1,0,0,0.5,1,0.5,4,1,Spartina alterniflora-short,55,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3800,0,7,75809,MD,75809_p6,1458,NA,NA,NA,NA,NA,NA,6/8/2012,7:45:00,Low/Falling,1,5,1,0,0,2,0.5,0,0,0,Spartina alterniflora-short,65,Spartina alterniflora-tall,5,Spartina patens,5,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3801,0,7,75023,MD,75023_p3,1510,NA,NA,NA,NA,NA,NA,6/27/2012,8:07:00,High/Falling,1,5,1,0,0,3,0,0.5,0,0,Spartina alterniflora-short,55,Spartina alterniflora-tall,5,Iva frutescens,5,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3802,0,7,75416,MD,75416_p1,1470,NA,NA,NA,NA,NA,NA,6/7/2012,8:53:00,Low/Falling,0.5,5,2,0,0,4,0.5,0.5,0,0,Salicornia depressa,25,Spartina alterniflora-short,30,Spartina patens,5,Iva frutescens,10,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3803,0,7,74630,MD,74630_p2,1383,NA,NA,NA,NA,NA,NA,6/9/2012,7:50:00,High/Falling,1,5,2,0,0,1,3,0.5,2,5,Spartina alterniflora-short,40,Spartina alterniflora-tall,5,Spartina patens,30,Iva frutescens,10,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3804,0,8,76985,MD,76985_HMD596,1634,NA,NA,NA,NA,NA,NA,6/12/2012,6:16:00,High/Rising,0,5,3,0,1,0.5,2,0,0,0,Phragmites australis,5,Schoenoplectus americanus,40,Iva frutescens,20,Spartina patens,10,Distichlis spicata,5,Spartina alterniflora,10,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
SHARP,3805,0,8,76985,MD,76985_p4,1630,NA,NA,NA,NA,NA,NA,6/12/2012,10:49:00,High/Falling,0,5,4,0,0,1,0,0,0,0,Iva frutescens,40,Spartina alterniflora-short,60,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3806,0,8,75018,MD,75018_HMD361,1610,NA,NA,NA,NA,NA,NA,6/20/2012,5:54:00,High/Falling,0,5,4,1,1,0,2,0,0,0,Iva frutescens,30,Spartina alterniflora-short,15,Spartina patens,25,Juncus roemerianus,25,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
SHARP,3807,0,7,75809,MD,75809_p9,1471,NA,NA,NA,NA,NA,NA,6/8/2012,8:15:00,Low/Falling,0,6,0,0,0,1,0,0.5,1,0,Spartina alterniflora,85,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3808,0,7,247155,VA,247155_p6,1473,NA,NA,NA,NA,NA,NA,6/15/2012,7:07:00,High,0,6,0,0,0,1,0,0,0,0,Spartina alterniflora-short,95,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3809,0,7,78558,VA,78558_p5,1429,NA,NA,NA,NA,NA,NA,6/13/2012,6:46:00,High/Falling,1,6,0,0,0,0.5,0,0.5,3,0,Spartina alterniflora-short,5,Spartina alterniflora-tall,65,Salicornia depressa,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3810,0,7,78165,VA,78165_p2,1368,NA,NA,NA,NA,NA,NA,6/15/2012,6:39:00,High,1,6,0,0,0,1,1,0.5,3,0,Spartina alterniflora-short,85,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3811,0,7,73844,MD,73844_p6,1472,NA,NA,NA,NA,NA,NA,6/6/2012,9:48:00,High,2,6,0,0,1,2,0,0,0,0,Spartina alterniflora-tall,10,Spartina alterniflora-short,65,Spartina patens,5,Phragmites australis,5,Distichlis spicata,15,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3812,0,7,73844,MD,73844_p2,1418,NA,NA,NA,NA,NA,NA,6/6/2012,7:54:00,High,3,6,0,0,0,0.5,0,0.5,1,0,Spartina alterniflora-short,80,Spartina alterniflora-tall,20,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3813,0,7,78558,VA,78558_p11,1443,NA,NA,NA,NA,NA,NA,6/13/2012,7:42:00,Low/Falling,1,6,0.5,0,0,0.5,0.5,0,1,0,Spartina alterniflora-short,40,Spartina alterniflora-tall,5,Salicornia depressa,40,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3814,0,7,75023,MD,75023_p5,1502,NA,NA,NA,NA,NA,NA,6/27/2012,9:32:00,High/Falling,1,6,0.5,0,0,2,0,0,0,0,Spartina patens,5,Spartina alterniflora-short,80,Spartina alterniflora-tall,5,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3815,0,7,78558,VA,78558_p10,1320,NA,NA,NA,NA,NA,NA,6/13/2012,5:52:00,High/Falling,0,6,2,0,0,0.5,0,1,0,0,Spartina alterniflora-short,85,Iva frutescens,10,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3816,0,8,75016,MD,75016_p8,1643,NA,BLK,CMC,NA,NA,NA,6/5/2012,9:27:00,Low/Falling,0,0,0,0,0,0,0,0,0,18,Phragmites australis,40,Schoenoplectus americanus,25,Typha angustifolia,35,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,No clinometer data; cover class data >120% - removed 24June13,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3817,0,8,75018,MD,75018_p7,1668,NA,NA,NA,NA,NA,NA,6/20/2012,10:13:00,Low,,,,,,,,,,0,Juncus roemerianus,10,Schoenoplectus americanus,90,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CDH,"cover class data >120%, removed 24June13",N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3818,0,7,73844,MD,73844_HMD264,1457,NA,NA,NA,NA,NA,NA,6/6/2012,5:52:00,High/Rising,,,,,,,,,,,Spartina alterniflora-short,40,Juncus roemerianus,5,Iva frutescens,10,Phragmites australis,15,NA,,NA,,NA,,NA,,NA,,NA,,CDH,cover class data >120% - removed 24June13,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
SHARP,3819,0,5,67557,NJ,67557_p5,907,NA,NA,NA,NA,NA,NA,6/15/2012,9:12:00,High/Falling,0,0,0,0,6,2,0,0,0,0,Phragmites australis,100,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CLD,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3820,0,5,67557,NJ,67557_p9,1013,NA,NA,NA,NA,NA,NA,6/15/2012,8:53:00,High/Falling,3,0,0,0,3,0,0,0.5,4,0,Spartina alterniflora-short,20,Spartina alterniflora-tall,10,Phragmites australis,25,NA,,NA,,NA,,NA,,NA,,NA,,NA,,CLD,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
SHARP,3821,0,5,235370,NJ,235370_p2,1064,NA,NA,NA,NA,NA,NA,6/18/2012,8:36:00,High,3,0,0,0,0,3,0,0.5,4,0,Spartina alterniflora-tall,10,Spartina alterniflora-short,30,Limonium carolinianum,30,Salicornia depressa,30,NA,,NA,,NA,,NA,,NA,,NA,,CLD,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
